Length,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4
78.2,-0.3521,10.1194,0.08318,7.325,7.967,8.609,9.323,10.119,11.011,12.012,13.14,14.268
78.3,-0.3521,10.1377,0.08318,7.338,7.981,8.624,9.34,10.138,11.031,12.033,13.164,14.294
78.4,-0.3521,10.1559,0.08318,7.351,7.995,8.64,9.356,10.156,11.051,12.055,13.187,14.319
78.5,-0.3521,10.1741,0.08318,7.364,8.01,8.655,9.373,10.174,11.07,12.077,13.211,14.345
78.6,-0.3521,10.1923,0.08317,7.378,8.024,8.671,9.39,10.192,11.09,12.098,13.234,14.37
78.7,-0.3521,10.2105,0.08317,7.391,8.039,8.686,9.407,10.21,11.11,12.12,13.258,14.396
78.8,-0.3521,10.2286,0.08317,7.404,8.053,8.702,9.424,10.229,11.13,12.141,13.281,14.421
78.9,-0.3521,10.2468,0.08316,7.417,8.067,8.718,9.44,10.247,11.149,12.162,13.304,14.446
79,-0.3521,10.2649,0.08316,7.431,8.082,8.733,9.457,10.265,11.169,12.184,13.328,14.472
79.1,-0.3521,10.2831,0.08315,7.444,8.096,8.749,9.474,10.283,11.189,12.205,13.351,14.497
79.2,-0.3521,10.3012,0.08315,7.457,8.111,8.764,9.491,10.301,11.208,12.227,13.375,14.522
79.3,-0.3521,10.3194,0.08314,7.471,8.125,8.78,9.507,10.319,11.228,12.248,13.398,14.547
79.4,-0.3521,10.3376,0.08313,7.484,8.14,8.795,9.524,10.338,11.248,12.269,13.421,14.572
79.5,-0.3521,10.3558,0.08313,7.497,8.154,8.811,9.541,10.356,11.267,12.291,13.445,14.598
79.6,-0.3521,10.3741,0.08312,7.511,8.169,8.826,9.558,10.374,11.287,12.313,13.468,14.623
79.7,-0.3521,10.3923,0.08311,7.524,8.183,8.842,9.575,10.392,11.307,12.334,13.491,14.648
79.8,-0.3521,10.4107,0.0831,7.538,8.198,8.858,9.592,10.411,11.327,12.355,13.514,14.674
79.9,-0.3521,10.4291,0.08309,7.551,8.213,8.874,9.609,10.429,11.347,12.377,13.538,14.699
80,-0.3521,10.4475,0.08308,7.565,8.227,8.89,9.626,10.448,11.367,12.399,13.561,14.724
80.1,-0.3521,10.466,0.08307,7.579,8.242,8.906,9.643,10.466,11.387,12.42,13.585,14.75
80.2,-0.3521,10.4845,0.08305,7.593,8.257,8.922,9.66,10.484,11.407,12.442,13.608,14.774
80.3,-0.3521,10.5031,0.08304,7.606,8.272,8.938,9.678,10.503,11.427,12.464,13.632,14.8
80.4,-0.3521,10.5217,0.08303,7.62,8.287,8.954,9.695,10.522,11.447,12.485,13.655,14.826
80.5,-0.3521,10.5405,0.08301,7.634,8.302,8.97,9.712,10.54,11.467,12.507,13.679,14.851
80.6,-0.3521,10.5592,0.083,7.648,8.317,8.986,9.73,10.559,11.487,12.529,13.703,14.876
80.7,-0.3521,10.5781,0.08298,7.662,8.332,9.002,9.747,10.578,11.508,12.551,13.726,14.902
80.8,-0.3521,10.597,0.08297,7.676,8.348,9.019,9.765,10.597,11.528,12.573,13.75,14.928
80.9,-0.3521,10.6161,0.08295,7.691,8.363,9.035,9.783,10.616,11.549,12.595,13.774,14.953
81,-0.3521,10.6352,0.08293,7.705,8.379,9.052,9.8,10.635,11.569,12.617,13.798,14.979
81.1,-0.3521,10.6544,0.08291,7.72,8.394,9.069,9.818,10.654,11.59,12.64,13.822,15.005
81.2,-0.3521,10.6737,0.0829,7.734,8.41,9.085,9.836,10.674,11.611,12.662,13.847,15.031
81.3,-0.3521,10.6931,0.08288,7.749,8.425,9.102,9.854,10.693,11.631,12.685,13.871,15.057
81.4,-0.3521,10.7126,0.08286,7.763,8.441,9.119,9.872,10.713,11.652,12.707,13.895,15.084
81.5,-0.3521,10.7322,0.08284,7.778,8.457,9.136,9.891,10.732,11.673,12.73,13.92,15.11
81.6,-0.3521,10.752,0.08282,7.793,8.473,9.153,9.909,10.752,11.695,12.753,13.945,15.136
81.7,-0.3521,10.7718,0.08279,7.808,8.489,9.171,9.928,10.772,11.716,12.776,13.969,15.162
81.8,-0.3521,10.7918,0.08277,7.823,8.506,9.188,9.946,10.792,11.737,12.799,13.994,15.189
81.9,-0.3521,10.8119,0.08275,7.839,8.522,9.205,9.965,10.812,11.759,12.822,14.019,15.216
82,-0.3521,10.8321,0.08273,7.854,8.538,9.223,9.984,10.832,11.781,12.845,14.044,15.243
82.1,-0.3521,10.8524,0.0827,7.869,8.555,9.241,10.003,10.852,11.803,12.869,14.069,15.27
82.2,-0.3521,10.8728,0.08268,7.885,8.572,9.258,10.022,10.873,11.824,12.892,14.095,15.297
82.3,-0.3521,10.8934,0.08265,7.901,8.589,9.277,10.041,10.893,11.847,12.916,14.12,15.324
82.4,-0.3521,10.9142,0.08263,7.916,8.606,9.295,10.06,10.914,11.869,12.94,14.146,15.352
82.5,-0.3521,10.935,0.0826,7.932,8.623,9.313,10.08,10.935,11.891,12.964,14.172,15.38
82.6,-0.3521,10.956,0.08258,7.948,8.64,9.331,10.099,10.956,11.914,12.988,14.198,15.408
82.7,-0.3521,10.9772,0.08255,7.965,8.657,9.35,10.119,10.977,11.936,13.013,14.224,15.436
82.8,-0.3521,10.9985,0.08252,7.981,8.675,9.368,10.139,10.998,11.959,13.037,14.25,15.464
82.9,-0.3521,11.0199,0.08249,7.997,8.692,9.387,10.159,11.02,11.982,13.061,14.277,15.492
83,-0.3521,11.0415,0.08246,8.014,8.71,9.406,10.179,11.042,12.005,13.086,14.303,15.52
83.1,-0.3521,11.0632,0.08244,8.03,8.728,9.425,10.2,11.063,12.029,13.111,14.33,15.549
83.2,-0.3521,11.0851,0.08241,8.047,8.746,9.444,10.22,11.085,12.052,13.137,14.357,15.578
83.3,-0.3521,11.1071,0.08238,8.064,8.764,9.463,10.241,11.107,12.076,13.162,14.384,15.607
83.4,-0.3521,11.1293,0.08235,8.081,8.782,9.483,10.262,11.129,12.099,13.187,14.412,15.636
83.5,-0.3521,11.1516,0.08231,8.098,8.8,9.503,10.282,11.152,12.123,13.213,14.439,15.665
83.6,-0.3521,11.174,0.08228,8.116,8.819,9.522,10.303,11.174,12.147,13.238,14.466,15.694
83.7,-0.3521,11.1966,0.08225,8.133,8.837,9.542,10.325,11.197,12.171,13.264,14.494,15.724
83.8,-0.3521,11.2193,0.08222,8.15,8.856,9.562,10.346,11.219,12.196,13.29,14.522,15.754
83.9,-0.3521,11.2422,0.08219,8.168,8.875,9.582,10.367,11.242,12.22,13.316,14.55,15.784
84,-0.3521,11.2651,0.08215,8.186,8.894,9.602,10.389,11.265,12.244,13.342,14.578,15.814
84.1,-0.3521,11.2882,0.08212,8.203,8.913,9.622,10.41,11.288,12.269,13.369,14.606,15.844
84.2,-0.3521,11.3114,0.08209,8.221,8.932,9.643,10.432,11.311,12.294,13.396,14.635,15.874
84.3,-0.3521,11.3347,0.08205,8.239,8.951,9.663,10.454,11.335,12.319,13.422,14.663,15.904
84.4,-0.3521,11.3581,0.08202,8.257,8.971,9.684,10.476,11.358,12.344,13.449,14.692,15.935
84.5,-0.3521,11.3817,0.08198,8.276,8.99,9.705,10.498,11.382,12.369,13.476,14.721,15.966
84.6,-0.3521,11.4053,0.08195,8.294,9.01,9.725,10.52,11.405,12.394,13.503,14.75,15.997
84.7,-0.3521,11.429,0.08191,8.312,9.029,9.746,10.542,11.429,12.42,13.53,14.778,16.027
84.8,-0.3521,11.4529,0.08188,8.331,9.049,9.767,10.565,11.453,12.445,13.557,14.808,16.059
84.9,-0.3521,11.4768,0.08184,8.349,9.069,9.788,10.587,11.477,12.471,13.584,14.837,16.089
85,-0.3521,11.5007,0.08181,8.368,9.088,9.809,10.61,11.501,12.496,13.612,14.866,16.121
85.1,-0.3521,11.5248,0.08177,8.387,9.109,9.831,10.632,11.525,12.522,13.639,14.895,16.152
85.2,-0.3521,11.549,0.08174,8.405,9.128,9.852,10.655,11.549,12.548,13.667,14.925,16.184
85.3,-0.3521,11.5732,0.0817,8.424,9.149,9.873,10.678,11.573,12.573,13.694,14.955,16.215
85.4,-0.3521,11.5975,0.08166,8.443,9.169,9.895,10.7,11.598,12.599,13.722,14.984,16.246
85.5,-0.3521,11.6218,0.08163,8.462,9.189,9.916,10.723,11.622,12.625,13.75,15.014,16.278
85.6,-0.3521,11.6462,0.08159,8.481,9.209,9.938,10.746,11.646,12.651,13.777,15.043,16.31
85.7,-0.3521,11.6707,0.08156,8.499,9.229,9.959,10.769,11.671,12.678,13.806,15.074,16.342
85.8,-0.3521,11.6952,0.08152,8.519,9.25,9.981,10.792,11.695,12.704,13.833,15.103,16.373
85.9,-0.3521,11.7198,0.08148,8.538,9.27,10.002,10.815,11.72,12.73,13.861,15.133,16.405
86,-0.3521,11.7444,0.08145,8.557,9.29,10.024,10.838,11.744,12.756,13.89,15.163,16.437
86.1,-0.3521,11.769,0.08141,8.576,9.311,10.046,10.861,11.769,12.782,13.917,15.193,16.469
86.2,-0.3521,11.7937,0.08138,8.595,9.331,10.067,10.884,11.794,12.809,13.946,15.224,16.501
86.3,-0.3521,11.8184,0.08134,8.614,9.352,10.089,10.908,11.818,12.835,13.974,15.253,16.533
86.4,-0.3521,11.8431,0.08131,8.633,9.372,10.111,10.931,11.843,12.862,14.002,15.284,16.565
86.5,-0.3521,11.8678,0.08128,8.652,9.392,10.133,10.954,11.868,12.888,14.03,15.314,16.598
86.6,-0.3521,11.8926,0.08124,8.672,9.413,10.154,10.977,11.893,12.914,14.059,15.344,16.63
86.7,-0.3521,11.9173,0.08121,8.691,9.433,10.176,11,11.917,12.941,14.087,15.374,16.662
86.8,-0.3521,11.9421,0.08118,8.71,9.454,10.198,11.023,11.942,12.967,14.115,15.405,16.695
86.9,-0.3521,11.9668,0.08114,8.729,9.474,10.22,11.047,11.967,12.994,14.143,15.435,16.726
87,-0.3521,11.9916,0.08111,8.748,9.495,10.242,11.07,11.992,13.02,14.172,15.465,16.759
87.1,-0.3521,12.0163,0.08108,8.767,9.515,10.263,11.093,12.016,13.047,14.2,15.496,16.791
87.2,-0.3521,12.0411,0.08105,8.786,9.536,10.285,11.116,12.041,13.073,14.228,15.526,16.824
87.3,-0.3521,12.0658,0.08102,8.805,9.556,10.307,11.139,12.066,13.099,14.257,15.556,16.856
87.4,-0.3521,12.0905,0.08099,8.824,9.576,10.328,11.163,12.09,13.126,14.285,15.587,16.888
87.5,-0.3521,12.1152,0.08096,8.843,9.597,10.35,11.186,12.115,13.152,14.313,15.617,16.921
87.6,-0.3521,12.1398,0.08093,8.862,9.617,10.372,11.209,12.14,13.179,14.341,15.647,16.953
87.7,-0.3521,12.1645,0.0809,8.881,9.637,10.393,11.232,12.164,13.205,14.37,15.677,16.985
87.8,-0.3521,12.1891,0.08087,8.9,9.658,10.415,11.255,12.189,13.231,14.398,15.708,17.017
87.9,-0.3521,12.2136,0.08084,8.919,9.678,10.436,11.278,12.214,13.257,14.426,15.738,17.05
88,-0.3521,12.2382,0.08082,8.938,9.698,10.458,11.301,12.238,13.284,14.454,15.768,17.082
88.1,-0.3521,12.2627,0.08079,8.957,9.718,10.479,11.324,12.263,13.31,14.482,15.798,17.114
88.2,-0.3521,12.2871,0.08076,8.975,9.738,10.501,11.347,12.287,13.336,14.51,15.828,17.146
88.3,-0.3521,12.3116,0.08074,8.994,9.758,10.522,11.369,12.312,13.362,14.538,15.859,17.179
88.4,-0.3521,12.336,0.08071,9.013,9.778,10.544,11.392,12.336,13.389,14.566,15.889,17.211
88.5,-0.3521,12.3603,0.08069,9.031,9.798,10.565,11.415,12.36,13.415,14.594,15.919,17.243
88.6,-0.3521,12.3846,0.08067,9.05,9.818,10.586,11.438,12.385,13.441,14.622,15.949,17.276
88.7,-0.3521,12.4089,0.08064,9.069,9.838,10.607,11.46,12.409,13.467,14.65,15.979,17.307
88.8,-0.3521,12.4332,0.08062,9.087,9.858,10.629,11.483,12.433,13.493,14.678,16.009,17.34
88.9,-0.3521,12.4574,0.0806,9.105,9.877,10.65,11.506,12.457,13.519,14.706,16.039,17.372
89,-0.3521,12.4815,0.08058,9.124,9.897,10.671,11.528,12.482,13.545,14.734,16.069,17.404
89.1,-0.3521,12.5057,0.08056,9.142,9.917,10.692,11.551,12.506,13.571,14.762,16.099,17.436
89.2,-0.3521,12.5298,0.08054,9.16,9.937,10.713,11.573,12.53,13.597,14.79,16.129,17.469
89.3,-0.3521,12.5538,0.08052,9.179,9.956,10.734,11.596,12.554,13.622,14.818,16.159,17.501
89.4,-0.3521,12.5778,0.0805,9.197,9.976,10.755,11.618,12.578,13.648,14.845,16.189,17.533
89.5,-0.3521,12.6017,0.08048,9.215,9.995,10.775,11.64,12.602,13.674,14.873,16.219,17.564
89.6,-0.3521,12.6257,0.08047,9.233,10.015,10.796,11.663,12.626,13.7,14.901,16.249,17.597
89.7,-0.3521,12.6495,0.08045,9.251,10.034,10.817,11.685,12.65,13.725,14.928,16.278,17.629
89.8,-0.3521,12.6734,0.08044,9.269,10.053,10.838,11.707,12.673,13.751,14.956,16.309,17.661
89.9,-0.3521,12.6972,0.08042,9.287,10.073,10.858,11.729,12.697,13.776,14.984,16.338,17.693
90,-0.3521,12.7209,0.08041,9.305,10.092,10.879,11.751,12.721,13.802,15.011,16.368,17.725
90.1,-0.3521,12.7446,0.08039,9.323,10.111,10.899,11.773,12.745,13.827,15.039,16.398,17.757
90.2,-0.3521,12.7683,0.08038,9.34,10.13,10.92,11.795,12.768,13.853,15.066,16.428,17.789
90.3,-0.3521,12.792,0.08037,9.358,10.149,10.94,11.817,12.792,13.879,15.094,16.458,17.821
90.4,-0.3521,12.8156,0.08035,9.376,10.169,10.961,11.839,12.816,13.904,15.121,16.487,17.853
90.5,-0.3521,12.8392,0.08034,9.394,10.188,10.981,11.861,12.839,13.929,15.149,16.517,17.885
90.6,-0.3521,12.8628,0.08033,9.411,10.207,11.002,11.883,12.863,13.955,15.176,16.546,17.917
90.7,-0.3521,12.8864,0.08032,9.429,10.226,11.022,11.905,12.886,13.98,15.204,16.576,17.949
90.8,-0.3521,12.9099,0.08031,9.446,10.244,11.043,11.927,12.91,14.006,15.231,16.606,17.981
90.9,-0.3521,12.9334,0.0803,9.464,10.263,11.063,11.949,12.933,14.031,15.258,16.636,18.013
91,-0.3521,12.9569,0.0803,9.481,10.282,11.083,11.97,12.957,14.057,15.286,16.666,18.046
91.1,-0.3521,12.9804,0.08029,9.499,10.301,11.103,11.992,12.98,14.082,15.314,16.696,18.078
91.2,-0.3521,13.0038,0.08028,9.516,10.32,11.123,12.014,13.004,14.107,15.341,16.725,18.109
91.3,-0.3521,13.0273,0.08027,9.534,10.339,11.144,12.036,13.027,14.132,15.368,16.755,18.141
91.4,-0.3521,13.0507,0.08027,9.551,10.357,11.164,12.057,13.051,14.158,15.396,16.785,18.174
91.5,-0.3521,13.0742,0.08026,9.569,10.376,11.184,12.079,13.074,14.183,15.423,16.815,18.206
91.6,-0.3521,13.0976,0.08026,9.586,10.395,11.204,12.101,13.098,14.209,15.451,16.845,18.238
91.7,-0.3521,13.1209,0.08025,9.603,10.414,11.224,12.123,13.121,14.234,15.478,16.874,18.27
91.8,-0.3521,13.1443,0.08025,9.62,10.432,11.244,12.144,13.144,14.259,15.506,16.904,18.303
91.9,-0.3521,13.1677,0.08025,9.637,10.451,11.264,12.166,13.168,14.284,15.533,16.934,18.335
92,-0.3521,13.191,0.08025,9.654,10.469,11.284,12.187,13.191,14.31,15.561,16.964,18.368
92.1,-0.3521,13.2143,0.08025,9.671,10.488,11.304,12.209,13.214,14.335,15.588,16.994,18.4
92.2,-0.3521,13.2376,0.08024,9.689,10.507,11.324,12.231,13.238,14.36,15.615,17.024,18.432
92.3,-0.3521,13.2609,0.08024,9.706,10.525,11.344,12.252,13.261,14.385,15.643,17.054,18.464
92.4,-0.3521,13.2842,0.08024,9.723,10.544,11.364,12.274,13.284,14.411,15.67,17.083,18.497
92.5,-0.3521,13.3075,0.08025,9.74,10.562,11.384,12.295,13.308,14.436,15.698,17.114,18.53
92.6,-0.3521,13.3308,0.08025,9.757,10.58,11.404,12.317,13.331,14.461,15.726,17.144,18.562
92.7,-0.3521,13.3541,0.08025,9.774,10.599,11.424,12.338,13.354,14.487,15.753,17.174,18.595
92.8,-0.3521,13.3773,0.08025,9.791,10.617,11.444,12.359,13.377,14.512,15.78,17.204,18.627
92.9,-0.3521,13.4006,0.08026,9.807,10.635,11.463,12.381,13.401,14.537,15.808,17.234,18.66
93,-0.3521,13.4239,0.08026,9.824,10.654,11.483,12.402,13.424,14.563,15.836,17.264,18.693
93.1,-0.3521,13.4472,0.08027,9.841,10.672,11.503,12.424,13.447,14.588,15.864,17.295,18.726
93.2,-0.3521,13.4705,0.08027,9.858,10.691,11.523,12.445,13.47,14.613,15.891,17.325,18.758
93.3,-0.3521,13.4937,0.08028,9.875,10.709,11.543,12.467,13.494,14.639,15.919,17.355,18.792
93.4,-0.3521,13.5171,0.08028,9.892,10.727,11.563,12.488,13.517,14.664,15.946,17.385,18.824
93.5,-0.3521,13.5404,0.08029,9.909,10.745,11.582,12.51,13.54,14.689,15.974,17.416,18.857
93.6,-0.3521,13.5637,0.0803,9.925,10.764,11.602,12.531,13.564,14.715,16.002,17.446,18.891
93.7,-0.3521,13.587,0.08031,9.942,10.782,11.622,12.552,13.587,14.74,16.03,17.477,18.924
93.8,-0.3521,13.6104,0.08032,9.959,10.8,11.641,12.574,13.61,14.766,16.058,17.508,18.957
