Height,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4
114.4,-0.3833,20.4077,0.09602,14.101,15.528,16.956,18.571,20.408,22.505,24.913,27.692,30.472
114.5,-0.3833,20.4502,0.09606,14.128,15.559,16.99,18.609,20.45,22.553,24.967,27.754,30.54
114.6,-0.3833,20.4926,0.0961,14.156,15.59,17.024,18.647,20.493,22.601,25.021,27.815,30.609
114.7,-0.3833,20.5351,0.09614,14.183,15.62,17.058,18.685,20.535,22.648,25.075,27.876,30.678
114.8,-0.3833,20.5777,0.09618,14.21,15.651,17.092,18.723,20.578,22.696,25.129,27.938,30.747
114.9,-0.3833,20.6203,0.09622,14.237,15.682,17.126,18.761,20.62,22.744,25.183,28,30.816
115,-0.3833,20.6629,0.09626,14.265,15.712,17.16,18.799,20.663,22.792,25.238,28.061,30.885
115.1,-0.3833,20.7056,0.0963,14.292,15.743,17.194,18.837,20.706,22.84,25.292,28.123,30.954
115.2,-0.3833,20.7483,0.09634,14.319,15.774,17.229,18.875,20.748,22.888,25.346,28.185,31.023
115.3,-0.3833,20.791,0.09638,14.347,15.805,17.263,18.914,20.791,22.936,25.401,28.247,31.093
115.4,-0.3833,20.8338,0.09642,14.374,15.836,17.297,18.952,20.834,22.985,25.455,28.309,31.162
115.5,-0.3833,20.8766,0.09646,14.402,15.866,17.331,18.99,20.877,23.033,25.51,28.371,31.232
115.6,-0.3833,20.9194,0.0965,14.429,15.897,17.365,19.028,20.919,23.081,25.564,28.433,31.301
115.7,-0.3833,20.9622,0.09654,14.456,15.928,17.4,19.066,20.962,23.129,25.619,28.495,31.371
115.8,-0.3833,21.0051,0.09658,14.484,15.959,17.434,19.105,21.005,23.177,25.673,28.557,31.44
115.9,-0.3833,21.048,0.09662,14.511,15.99,17.468,19.143,21.048,23.226,25.728,28.619,31.51
116,-0.3833,21.0909,0.09666,14.539,16.021,17.503,19.181,21.091,23.274,25.783,28.681,31.58
116.1,-0.3833,21.1339,0.0967,14.566,16.052,17.537,19.22,21.134,23.322,25.837,28.744,31.65
116.2,-0.3833,21.1769,0.09674,14.594,16.082,17.571,19.258,21.177,23.371,25.892,28.806,31.72
116.3,-0.3833,21.2199,0.09678,14.621,16.113,17.606,19.296,21.22,23.419,25.947,28.868,31.79
116.4,-0.3833,21.2629,0.09682,14.648,16.144,17.64,19.335,21.263,23.468,26.002,28.931,31.86
116.5,-0.3833,21.3059,0.09686,14.676,16.175,17.674,19.373,21.306,23.516,26.057,28.993,31.93
116.6,-0.3833,21.3489,0.09691,14.703,16.206,17.708,19.411,21.349,23.565,26.112,29.057,32.001
116.7,-0.3833,21.392,0.09695,14.73,16.237,17.743,19.45,21.392,23.613,26.167,29.119,32.071
116.8,-0.3833,21.4351,0.09699,14.758,16.268,17.777,19.488,21.435,23.662,26.222,29.182,32.141
116.9,-0.3833,21.4782,0.09703,14.785,16.298,17.812,19.526,21.478,23.711,26.277,29.244,32.212
117,-0.3833,21.5213,0.09707,14.813,16.329,17.846,19.565,21.521,23.759,26.332,29.307,32.282
117.1,-0.3833,21.5644,0.09711,14.84,16.36,17.881,19.603,21.564,23.808,26.387,29.37,32.352
117.2,-0.3833,21.6075,0.09715,14.868,16.391,17.915,19.642,21.608,23.856,26.442,29.432,32.423
117.3,-0.3833,21.6507,0.09719,14.895,16.422,17.949,19.68,21.651,23.905,26.497,29.495,32.493
117.4,-0.3833,21.6938,0.09723,14.923,16.453,17.984,19.719,21.694,23.954,26.552,29.558,32.563
117.5,-0.3833,21.737,0.09727,14.95,16.484,18.018,19.757,21.737,24.002,26.607,29.621,32.634
117.6,-0.3833,21.7802,0.09731,14.978,16.515,18.053,19.796,21.78,24.051,26.663,29.684,32.705
117.7,-0.3833,21.8233,0.09735,15.005,16.546,18.087,19.834,21.823,24.099,26.718,29.746,32.775
117.8,-0.3833,21.8665,0.09739,15.032,16.577,18.122,19.873,21.866,24.148,26.773,29.809,32.846
117.9,-0.3833,21.9097,0.09743,15.06,16.608,18.156,19.911,21.91,24.197,26.828,29.872,32.916
118,-0.3833,21.9529,0.09747,15.087,16.639,18.19,19.95,21.953,24.246,26.883,29.935,32.987
118.1,-0.3833,21.9961,0.09751,15.115,16.67,18.225,19.988,21.996,24.294,26.939,29.998,33.058
118.2,-0.3833,22.0393,0.09755,15.142,16.701,18.259,20.027,22.039,24.343,26.994,30.061,33.128
118.3,-0.3833,22.0825,0.09759,15.17,16.732,18.294,20.065,22.082,24.392,27.049,30.124,33.199
118.4,-0.3833,22.1258,0.09763,15.197,16.763,18.328,20.104,22.126,24.441,27.104,30.187,33.27
118.5,-0.3833,22.169,0.09767,15.225,16.794,18.363,20.142,22.169,24.489,27.16,30.25,33.341
118.6,-0.3833,22.2122,0.09771,15.252,16.825,18.397,20.181,22.212,24.538,27.215,30.313,33.412
118.7,-0.3833,22.2554,0.09775,15.279,16.855,18.432,20.219,22.255,24.587,27.27,30.376,33.482
118.8,-0.3833,22.2986,0.0978,15.306,16.886,18.466,20.257,22.299,24.636,27.326,30.44,33.555
118.9,-0.3833,22.3419,0.09784,15.334,16.917,18.5,20.296,22.342,24.685,27.382,30.504,33.626
119,-0.3833,22.3851,0.09788,15.361,16.948,18.534,20.334,22.385,24.734,27.437,30.567,33.697
119.1,-0.3833,22.4283,0.09792,15.388,16.979,18.569,20.373,22.428,24.782,27.492,30.63,33.768
119.2,-0.3833,22.4715,0.09796,15.416,17.01,18.603,20.411,22.472,24.831,27.548,30.693,33.839
119.3,-0.3833,22.5148,0.098,15.443,17.04,18.638,20.45,22.515,24.88,27.603,30.756,33.91
119.4,-0.3833,22.558,0.09804,15.471,17.071,18.672,20.488,22.558,24.929,27.658,30.82,33.981
119.5,-0.3833,22.6012,0.09808,15.498,17.102,18.706,20.527,22.601,24.977,27.714,30.883,34.052
119.6,-0.3833,22.6444,0.09812,15.525,17.133,18.741,20.565,22.644,25.026,27.769,30.946,34.123
119.7,-0.3833,22.6877,0.09816,15.553,17.164,18.775,20.604,22.688,25.075,27.825,31.009,34.194
119.8,-0.3833,22.7309,0.0982,15.58,17.195,18.81,20.642,22.731,25.124,27.88,31.073,34.265
119.9,-0.3833,22.7741,0.09824,15.607,17.226,18.844,20.68,22.774,25.173,27.935,31.136,34.336
120,-0.3833,22.8173,0.09828,15.634,17.256,18.878,20.719,22.817,25.222,27.991,31.199,34.407
